// Gerado por `qualis coletar-eventos`. Edite à mão se precisar:
// linhas iniciadas por // são ignoradas, e a coluna h5 vence.
// h5_fonte=scholar é o dado que o Documento de Área manda usar;
// h5_fonte=sbc-2024 é a coluna da planilha da SBC, que está
// desatualizada e serve só como referência.
// ambiguo=1: o Scholar tem mais de uma entrada para o evento,
// com h5 diferentes; ficamos com o maior. Confira esses casos.
// anos_tradicao fica vazio: não há fonte verificável em massa.
sigla,nome,h5,ce_sbc,anos_tradicao,segue_gt_capes,h5_fonte,h5_sbc,ambiguo,ces,entradas_scholar
SpatialBigData,Spatial Big Data and Machine Learning in GIScience,,relevante,,1,nenhum,,0,CE-Geoinformática,
SPIE Conferences,Proceedings of Spie--the International Society for Optical Engineering,21,relevante,,1,scholar,21,0,CE-GRAPI,Proceedings of Spie--the International Society for Optical Engineering (h5=21)
SPIRE,International Symposium on String Processing and Information Retrieval,12,relevante,,1,scholar,13,0,CE-BD,International Symposium on String Processing and Information Retrieval (h5=12)
SPLC,International Software Product Line Conference,23,relevante,,1,scholar,25,0,CE-ES,International Software Product Line Conference (h5=23)
SRDS,IEEE Symposium on Reliable Distributed Systems,20,top10,,1,scholar,18,0,CE-RESD|CE-SEG|CE-TF,Symposium on Reliable Distributed Systems (SRDS) (h5=20)
SSBSE,International Symposium on Search Based Software Engineering,,relevante,,1,nenhum,11,0,CE-ES,
SSCC,International Symposium on Security in Computing and Communications,31,relevante,,1,scholar,8,0,CE-SEG,"IEEE International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom) (h5=31)"
SSCI,IEEE Symposium Series on Computational Intelligence,31,relevante,,1,scholar,29,0,CE-IC,IEEE Symposium Series on Computational Intelligence (h5=31)
SSDBM,International Conference on Scientific and Statistical Database Management,13,top10,,1,scholar,12,0,CE-BD|CE-Geoinformática,Statistical and Scientific Database Management (SSDBM) (h5=13)
SSE,IEEE International Conference on Services Computing,19,relevante,,1,scholar,19,0,CE-SI,IEEE International Conference on Services Computing (h5=19)
SSRR,"International Symposium on Safety, Security and Rescue Robotics",19,top20,,1,scholar,19,0,CE-R,"IEEE International Workshop on Safety, Security and Rescue Robotics (h5=19)"
SSTD,International Symposium on Spatial and Temporal Databases,,top20,,1,nenhum,6,0,CE-BD|CE-Geoinformática,
STACS,Symposium on Theoretical Aspects of Computer Science,24,top10,,1,scholar,20,0,CE-ACO,Symposium on Theoretical Aspects of Computer Science (STACS) (h5=24)
STIL,Brazilian Symposium in Information and Human Language Technology,8,top10,,1,scholar,4,0,CE-BD|CE-PLN,Simpósio Brasileiro de Tecnologia da Informação e da Linguagem Humana (STIL) (h5=8)
STOC,ACM Symposium on Theory of Computing,63,top10,,1,scholar,57,0,CE-ACO,ACM Symposium on Theory of Computing (h5=63)
SUI,Symposium on Spatial User Interaction,18,top10,,1,scholar,16,0,CE-IHC|CE-RV,ACM Symposium on Spatial User Interaction (h5=18)
SustainIT,Conference on Sustainable Internet and ICT for Sustainability,,relevante,,1,nenhum,0,0,CE-IHC,
SVR,Symposium on Virtual and Augmented Reality,18,top10,,1,scholar,14,1,CE-IHC|CE-RV,Augmented and Virtual Reality (h5=18) || Symposium on Virtual and Augmented Reality (h5=15)
SWAT,Scandinavian Workshop on Algorithm Theory,11,relevante,,1,scholar,10,0,CE-ACO,Scandinavian Workshop on Algorithm Theory (SWAT) (h5=11)
SWQD,Conference Software Quality Days,,relevante,,1,nenhum,13,0,CE-ES,
SYSMUS,International Conference of Students of Systematic Musicology,,relevante,,1,nenhum,,0,CE-CM,
SYSTOL,Conference on Control and Fault-Tolerant Systems,,top20,,1,nenhum,9,0,CE-TF,
T4E,International conference on Technology 4 Education,,relevante,,1,nenhum,,0,CE-IE,
TABLEAUX,International Conference on Automated Reasoning with Analytic Tableaux and Related Methods,,top10,,1,nenhum,11,0,GI-L,
TAC,Text Analysis Conference,,top20,,1,nenhum,3,0,CE-PLN,
TACAS,International Conference on Tools and Algorithms for the Construction and Analysis of Systems,35,top10,,1,scholar,36,0,CE-MF,International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS) (h5=35)
TAROS,Towards Autonomous Robotics Systems,,relevante,,1,nenhum,12,0,CE-R,
TASE,Theoretical Aspects of Software Engineering,10,top20,,1,scholar,9,0,CE-MF,International Symposium on Theoretical Aspects of Software Engineering (h5=10)
TCC,Theory of Cryptography,35,top20,,1,scholar,31,0,CE-SEG,Theory of Cryptography (h5=35)
TECH-EDU,"International Conference on Technology and Innovation in Learning, Teaching and Education",,relevante,,1,nenhum,,0,CE-IE,
TechDebt,International Conference on Technical Debt,,top20,,1,nenhum,15,0,CE-ES,
TEI,"ACM International Conference on Tangible, Embedded and Embodied Interactions",,top20,,1,nenhum,27,0,CE-IHC|CE-RV|CE-SC,
TIMBRE,Interdisciplinary Workshop on Timbre,,relevante,,1,nenhum,,0,CE-CM,
TISE,Congreso Internacional de Informática Educativa,,relevante,,1,nenhum,,0,CE-IE,
TREC,Text Retrieval Conference,15,relevante,,1,scholar,17,0,CE-PLN,Text REtrieval Conference (TREC) (h5=15)
TrustCom,"IEEE International Conference on Trust, Security and Privacy in Computing and Communications",31,top20,,1,scholar,29,0,CE-SEG,"IEEE International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom) (h5=31)"
TSD,"International Conference on Text, Speech and Dialog",18,top20,,1,scholar,16,0,CE-PLN,"Text, Speech and Dialogue (TSD) (h5=18)"
TVX,ACM International Conference on Interactive Experiences for TV and Online Video,,relevante,,1,nenhum,13,0,CE-IHC,
UAHCI,International Conference Universal Access in Human-Computer Interaction,,relevante,,1,nenhum,0,0,CE-IHC,
UAI,Conference on Uncertainty in Artificial Intelligence,50,top10,,1,scholar,56,0,CE-IA|CE-IC,Conference on Uncertainty in Artificial Intelligence (UAI) (h5=50)
Ubicomp,Pervasive and Ubiquitous Computing,24,top20,,1,scholar,27,0,CE-IA|CE-IHC|CE-RESD|CE-RV|CE-WEBMEDIA,ACM Conference on Pervasive and Ubiquitous Computing (UbiComp) (h5=24)
UBIMUS,Workshop de Música Ubíqua,,relevante,,1,nenhum,,0,CE-CM,
UCC,IEEE/ACM International Conference on Utility and Cloud Computing,20,relevante,,1,scholar,23,0,CE-ACPAD|CE-BD|CE-RESD,International Conference on Utility and Cloud Computing (h5=20)
UIST,ACM Symposium on User Interface Software and Technology,53,top10,,1,scholar,51,0,CE-IHC|CE-RV,ACM Symposium on User Interface Software and Technology (h5=53)
UMAP,"User Modeling, Adaptation and Personalization Conference",34,relevante,,1,scholar,31,1,CE-IE|CE-IHC|CE-RV|CE-SI|CE-WEBMEDIA,"User Modeling and User-Adapted Interaction (h5=34) || International Conference on User Modeling, Adaptation and Personalization (UMAP) (h5=33)"
UR,International Conference on Ubiquitous Robots and Ambient Intelligence,,relevante,,1,nenhum,13,0,CE-R,
USENIX,USENIX Annual Technical Conference,57,relevante,,1,scholar,55,0,CE-TF,USENIX Annual Technical Conference (h5=57)
USENIX Security,USENIX Security Symposium,116,top10,,1,scholar,106,0,CE-RESD|CE-SEG,USENIX Security Symposium (h5=116)
USIHC,Congresso Internacional de Ergonomia e Usabilidade de Interfaces Humano Computador,,relevante,,1,nenhum,0,0,CE-IHC|CE-RV,
VaMoS,International Workshop on Variability Modelling of Software-intensive Systems,,top20,,1,nenhum,9,0,CE-ES,
VAST,IEEE Visual Analytics Science and Technology,23,relevante,,1,scholar,,0,CE-RV,IEEE Visualization Conference (h5=23)
VECIMS/CIVEMSA,IEEE International Conference on Virtual Environments Human-Computer Interfaces and Measurement Systems,,relevante,,1,nenhum,11,0,CE-IHC,
VEE,International Conference on Virtual Execution Environments,,top20,,1,nenhum,12,0,CE-LP,
VEM,"Workshop on Software Visualization, Evolution and Maintenance",,top20,,1,nenhum,4,0,CE-ES,
Videojogos,International Conference on Videogame Sciences and Arts,,relevante,,1,nenhum,,0,CE-JOGOS,
VISAPP,International Conference on Computer Vision Theory and Applications,30,top20,,1,scholar,31,0,CE-CAS|CE-GRAPI|CE-RV,International Conference on Computer Vision Theory and Applications (h5=30)
VISSOFT,IEEE Working Conference on Software Visualization,,relevante,,1,nenhum,10,0,CE-ES|CE-IHC,
VL,IEEE Symposium on Visual Languages,19,relevante,,1,scholar,18,0,CE-IHC,IEEE Symposium on Visual Languages and Human-Centric Computing (h5=19)
VLDB,International Conference on Very Large Data Bases,,top10,,1,nenhum,79,0,CE-BD,
VLHCC,IEEE Symposium on Visual Languages and Human-Centric Computing,19,relevante,,1,scholar,18,0,CE-ES,IEEE Symposium on Visual Languages and Human-Centric Computing (h5=19)
VLSI-DAT,"International Symposium on VLSI Design, Automation and Test",12,relevante,,1,scholar,10,0,CE-CCI,"International Symposium on VLSI Design, Automation and Test (VLSI-DAT) (h5=12)"
VLSI-SOC,IEEE/IFIP International Conference on VLSI and System-on-Chip,14,top10,,1,scholar,13,0,CE-ACPAD|CE-CCI|CE-ESC,IEEE/IFIP International Conference on VLSI and System-on-Chip (VLSI-SoC) (h5=14)
VLSID,International Conference on VLSI Design,,relevante,,1,nenhum,14,0,CE-CCI,
VMV,"International Symposium on Vision, Modeling and Visualization",,relevante,,1,nenhum,1,0,CE-RV,
VNC,IEEE Vehicular Networking Conference,18,relevante,,1,scholar,19,0,CE-RESD,IEEE Vehicular Networking Conference (VNC) (h5=18)
VR,IEEE Virtual Reality Conference,52,top10,,1,scholar,48,1,CE-RV,IEEE Virtual Reality Conference (h5=52) || International Conference on Virtual Reality (h5=9)
VRCAI,International Conference on Virtual Reality Continuum and its Applications,,top10,,1,nenhum,16,0,CE-RV,
VRST,ACM Symposium on Virtual Reality Software and Technology,27,top10,,1,scholar,26,0,CE-GRAPI|CE-IHC|CE-RV,ACM Symposium on Virtual Reality Software and Technology (h5=27)
VS-Games,International Conference on Virtual Worlds and Games for Serious Applications,,top20,,1,nenhum,,0,CE-JOGOS,
VTC,IEEE Vehicular Technology Conference,46,relevante,,1,scholar,46,0,CE-GRAPI|CE-RESD,"IEEE Vehicular Technology Conference, VTC (h5=46)"
VTS,VLSI Test Symposium,18,relevante,,1,scholar,18,1,CE-CCI,VLSI Test Symposium (VTS) (h5=18) || International Symposium on VLSI Design and Test (h5=11)
W4A,International Cross-Disciplinary Conference on Web Accessibility,18,relevante,,1,scholar,17,0,CE-IHC,Conference on Web Accessibility (h5=18)
WABI,Workshop on Algorithms in Bioinformatics,13,top10,,1,scholar,12,0,CE-BioComp,Algorithms in Bioinformatics (h5=13)
WAC,Web Audio Conference,9,top20,,1,scholar,,0,CE-CM,World Automation Congress (WAC) (h5=9)
WACV,Winter Conference on Applications of Computer Vision,131,relevante,,1,scholar,109,0,CE-GRAPI|CE-RV,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) (h5=131)
WADS,Algorithms and Data Structures Symposium,,top20,,1,nenhum,14,0,CE-ACO,
WAFR,Workshop on the Algorithmic Foundations of Robotics,,top20,,1,nenhum,16,0,CE-R,
WAIHCWS,Workshop sobre Aspectos da Interação Humano-Computador para a Web Social,,relevante,,1,nenhum,0,0,CE-IHC,
WALCOM,International Workshop on Algorithms and Computation,17,relevante,,1,scholar,9,1,CE-ACO,International Symposium on Algorithms and Computation (h5=17) || International Workshop on Algorithms and Computation (WALCOM) (h5=11)
WAOA,Workshop on Approximation and Online Algorithms,,relevante,,1,nenhum,,0,CE-ACO,
WASHES,"Workshop sobre Aspectos Sociais, Humanos e Econômicos de Software",,top10,,1,nenhum,6,0,CE-ES|CE-IHC|CE-SC|CE-SI,
WASPAA,IEEE Workshop on Applications of Signal Processing to Audio and Acoustics,21,top10,,1,scholar,15,0,CE-CM,IEEE Workshop on Applications of Signal Processing to Audio and Acoustics (h5=21)
WBL,Workshop Brasileiro de Lógica,,relevante,,1,nenhum,1,0,GI-L,
WBMA,Workshop Brasileiro de Métodos Ágeis,,relevante,,1,nenhum,2,0,CE-ES,
WCAMA,Workshop de Computação Aplicada à Gestão do Meio Ambiente e Recursos Naturais,,relevante,,1,nenhum,0,0,CE-SI,
WCAS,Workshop on Circuits and System Design,,relevante,,1,nenhum,,0,CE-CCI,
WCCE,IFIP World Conference on Computers in Education,16,relevante,,1,scholar,,1,CE-IE,International Conference on Computers in Education (h5=16) || International Symposium on Computers in Education (h5=8)
WCGE,Workshop de Computação Aplicada em Governo Eletrônico,7,relevante,,1,scholar,5,0,CE-SI,Workshop de Computação Aplicada em Governo Eletrônico (WCGE) (h5=7)
WCNC,IEEE Wireless Communications and Networking Conference,24,relevante,,1,scholar,,1,CE-ESC|CE-RESD,IEEE Wireless Communications and Networking Conference Workshops (WCNCW) (h5=24) || International Conference on Wireless Communications Signal Processing and Networking (h5=19) || IEEE International Conference on Wireless and Mobile Computing Networking and Communications (h5=16)
WCNCW,IEEE Wireless Communications and Networking Conference Workshops,24,relevante,,1,scholar,26,0,CE-RESD,IEEE Wireless Communications and Networking Conference Workshops (WCNCW) (h5=24)
WD,Wireless Days Conference,,relevante,,1,nenhum,18,0,CE-RESD,
WDES,"Workshop on Distributed Software Development, Software Ecosystems and Systems-of-Systems",,relevante,,1,nenhum,3,0,CE-ES,
Web3D,International Conference on 3D Web Technology,10,top10,,1,scholar,10,0,CE-RV,International Conference on 3D Web Technology (h5=10)
Web4All,International Web for All Conference,,top20,,1,nenhum,16,0,CE-WEBMEDIA,
WEBIST,International Conference on Web Information Systems and Technologies,11,top20,,1,scholar,12,0,CE-BD|CE-IHC|CE-SI,International Conference on Web Information Systems and Technologies (WEBIST) (h5=11)
WebMedia,Brazilian Symposium on Multimedia and Web,12,top10,,1,scholar,13,1,CE-IHC|CE-RV|CE-WEBMEDIA,Brazilian Symposium on Multimedia and the Web (h5=12) || Simpósio Brasileiro de Sistemas Multimídia e Web (WebMedia) (h5=6)
WEBSCI,Web Science Conference,30,relevante,,1,scholar,30,0,CE-SI,ACM Web Science Conference (h5=30)
WEI,Workshop sobre Educação em Computação,10,top10,,1,scholar,11,0,CE-EDUCOMP,Workshop sobre Educação em Computação (WEI) (h5=10)
WEIHC,Workshop sobre Educação em IHC,,relevante,,1,nenhum,0,0,CE-IHC,
WER,Workshop de Engenharia de Requisitos,7,top20,,1,scholar,7,0,CE-ES,Workshp de Engenharia de Requisitos (h5=7)
WESAAC,"Workshop-School on Agents, Environments, and Applications",,relevante,,1,nenhum,3,0,CE-SI,
WETICE,IEEE International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises,11,relevante,,1,scholar,16,0,CE-ACPAD|CE-SC,IEEE International Workshops on Enabling Technologies: Infrastructure for Collaborative Enterprises (h5=11)
WF-IoT,IEEE World Forum on Internet of Things,26,top20,,1,scholar,32,0,CE-ESC|CE-RESD,World Forum on Internet of Things (h5=26)
WFCS,IEEE World Conference on Factory Communication Systems,15,relevante,,1,scholar,15,0,CE-ESC,IEEE International Conference on Factory Communication Systems (h5=15)
WG,International Workshop on Graph-Theoretic Concepts in Computer Science,15,top10,,1,scholar,14,0,CE-ACO,Workshop on Graph-Theoretic Concepts in Computer Science (WG) (h5=15)
WHC,Australasian Conference on Robotics and Automation,129,relevante,,1,scholar,,0,CE-R,IEEE International Conference on Robotics and Automation (h5=129)
WHISPERS,Workshop on Hyperspectral Imaging and Signal Processing: Evolution in Remote Sensing,13,relevante,,1,scholar,17,0,CE-GRAPI,Workshop on Hyperspectral Image and Signal Processing: Evolution in Remote Sensing (WHISPERS) (h5=13)
WICSA,Working IEEE/IFIP Conference on Software Architecture,29,relevante,,1,scholar,28,0,CE-ES,IEEE International Conference on Software Architecture Companion (h5=29)
WIDE,Workshop on Interactions with Human Experiences,120,relevante,,1,scholar,0,1,CE-IHC,International World Wide Web Conferences (WWW) (h5=120) || World Wide Web (h5=52) || Workshop on Wide Bandgap Power Devices & Applications (h5=14) || IEEE Workshop on Wide Bandgap Power Devices and Applications in Asia (h5=12)
WIE,Workshop de Informática na Escola,9,top10,,1,scholar,10,0,CE-IE|CE-IHC,Workshop de Informática na Escola (WIE) (h5=9)
WIFS,IEEE International Workshop on Information Forensics and Security,20,relevante,,1,scholar,21,0,CE-GRAPI|CE-SEG,IEEE International Workshop on Information Forensics and Security (h5=20)
WiMob,"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",16,relevante,,1,scholar,20,0,CE-RESD,IEEE International Conference on Wireless and Mobile Computing Networking and Communications (h5=16)
WiOpt,"International Symposium on Modeling and Optimization in Mobile, Ad Hoc, and Wireless Networks",17,relevante,,1,scholar,19,0,CE-RESD,"International Symposium on Modeling and Optimization in Mobile, Ad Hoc, and Wireless Networks and Workshops (h5=17)"
WiPCSE,Workshop in Primary and Secondary Computing Education,,top10,,1,nenhum,14,0,CE-EDUCOMP,
